LSOA code_2011,IDACI_Decile
E01004188,3
E01004127,5
E01004163,6
E01004165,4
E01004167,1
E01004187,3
E01004117,10
E01004121,7
E01004192,6
E01004193,5
E01004195,7
E01004144,7
E01004145,5
E01004146,7
E01004147,8
E01004116,6
E01004122,9
E01004190,9
E01004191,7
E01004194,7
E01004196,8
E01004115,7
E01004118,8
E01004119,9
E01004132,8
E01004133,9
E01004171,9
E01004172,2
E01004173,5
E01004175,7
E01004176,5
E01004076,5
E01004077,6
E01004078,5
E01004079,10
E01004080,7
E01004081,6
E01004082,9
E01004137,5
E01004140,2
E01004141,2
E01004142,3
E01004149,6
E01004101,8
E01004103,5
E01004138,5
E01004139,8
E01004168,9
E01004143,6
E01004148,4
E01004159,6
E01004160,7
E01004161,7
E01004097,8
E01004098,7
E01004099,3
E01004100,8
E01004102,8
E01004110,6
E01004111,9
E01004112,10
E01004120,9
E01004157,10
E01004087,8
E01004170,6
E01004174,7
E01004178,5
E01004179,7
E01004152,3
E01004155,8
E01004156,7
E01004158,7
E01004162,7
E01004083,1
E01004086,4
E01004088,1
E01004089,2
E01004182,3
E01004104,10
E01004107,5
E01004177,3
E01004180,8
E01004181,4
E01004090,2
E01004096,4
E01004150,3
E01004151,5
E01004153,6
E01004091,10
E01004092,8
E01004105,8
E01004106,10
E01004154,10
E01004084,10
E01004085,8
E01004108,6
E01004109,4
E01004093,9
E01004094,9
E01004095,10
E01004114,10
E01032623,10
E01024609,1
E01024610,1
E01024611,1
E01024612,2
E01024613,1
E01024614,1
E01024615,1
E01024616,2
E01024585,3
E01024587,3
E01024588,4
E01024589,6
E01024595,5
E01024598,6
E01024619,6
E01024621,1
E01032653,4
E01032654,6
E01024594,3
E01024596,1
E01024597,1
E01024620,6
E01024580,3
E01024581,1
E01024586,4
E01024618,2
E01024576,6
E01024577,4
E01024578,5
E01024579,4
E01024583,2
E01032655,8
E01032656,6
E01024570,5
E01024571,4
E01024572,8
E01024573,6
E01024575,6
E01024554,6
E01024561,5
E01024567,3
E01024568,7
E01024582,5
E01024559,3
E01024584,2
E01024590,1
E01024599,3
E01024608,3
E01024591,2
E01024592,6
E01024593,3
E01024600,1
E01024601,3
E01024560,3
E01024562,6
E01024569,7
E01024630,5
E01024632,9
E01024606,7
E01024628,8
E01024629,8
E01024631,9
E01032735,8
E01032737,5
E01024564,8
E01024603,7
E01024604,2
E01024605,7
E01024626,10
E01024627,2
E01024551,4
E01024552,3
E01024553,8
E01024563,1
E01024602,6
E01024625,7
E01024565,8
E01024566,4
E01024622,4
E01024623,4
E01024624,4
E01024555,7
E01024556,7
E01024557,3
E01024558,9
E01015519,5
E01015520,6
E01015521,9
E01015522,6
E01015523,8
E01015524,7
E01015543,2
E01015544,2
E01015545,1
E01015546,1
E01015513,7
E01015514,9
E01015515,8
E01015516,6
E01015517,8
E01015555,7
E01015556,7
E01015557,10
E01015558,2
E01015559,6
E01015560,9
E01015526,6
E01015528,2
E01015529,4
E01015530,3
E01015506,2
E01015507,1
E01015527,4
E01015580,4
E01015473,5
E01015474,8
E01015547,9
E01015548,8
E01015549,7
E01015550,7
E01015551,8
E01015552,10
E01015553,9
E01015554,6
E01015508,2
E01015509,4
E01015510,6
E01015511,5
E01015562,5
E01015563,10
E01015565,7
E01015566,7
E01015578,3
E01015579,7
E01015581,6
E01015582,8
E01032708,5
E01032716,5
E01015481,6
E01015482,9
E01015483,9
E01015484,8
E01015485,8
E01015486,7
E01015561,8
E01015564,8
E01015567,5
E01015568,4
E01015475,7
E01015476,3
E01015477,3
E01015480,6
E01015538,2
E01015572,1
E01015573,2
E01015575,1
E01015479,5
E01015493,7
E01015574,6
E01015576,10
E01015499,8
E01015500,5
E01015504,9
E01015505,4
E01015494,5
E01015496,5
E01015497,8
E01032714,5
E01032715,4
E01015537,2
E01015539,2
E01015540,2
E01015541,1
E01015542,1
E01015478,7
E01015498,6
E01015532,8
E01032706,7
E01032707,10
E01015501,5
E01015502,2
E01015503,3
E01015569,2
E01015570,2
E01015571,4
E01015487,7
E01015488,4
E01015489,6
E01015490,5
E01015491,4
E01015492,3
E01015533,8
E01015534,7
E01015535,8
E01015536,5
E01015583,7
E01015584,7
E01015585,5
E01015586,9
E01015587,5
E01015588,7
E01015525,8
E01032700,10
E01032703,7
E01032705,6
E01032709,7
E01032713,9
E01032701,8
E01032702,8
E01032704,6
E01032711,6
E01032712,4
E01015471,9
E01015472,6
E01015512,9
E01015518,8
E01032710,8
E01006053,8
E01006054,3
E01006055,7
E01006057,5
E01006058,6
E01006059,6
E01005938,2
E01005939,5
E01005940,4
E01005955,7
E01006056,1
E01006061,3
E01006062,9
E01006063,9
E01005936,7
E01005937,3
E01005945,1
E01005946,4
E01005947,1
E01005954,5
E01005956,7
E01005957,4
E01005958,3
E01005959,2
E01005933,1
E01005934,2
E01005935,1
E01005949,4
E01005960,2
E01005941,3
E01005942,6
E01005943,4
E01005944,5
E01006060,2
E01006064,4
E01006065,1
E01006066,4
E01006067,9
E01006068,4
E01006069,2
E01006073,2
E01005993,5
E01005995,9
E01005996,6
E01005997,4
E01006000,1
E01005994,4
E01005999,2
E01006002,4
E01006004,5
E01006005,1
E01006007,4
E01005998,3
E01006001,4
E01006003,3
E01006006,5
E01005948,1
E01005950,2
E01005951,1
E01005952,1
E01005953,2
E01005961,6
E01005962,7
E01005968,8
E01005969,6
E01006022,6
E01006023,3
E01006070,8
E01006071,10
E01006072,10
E01006009,4
E01006017,9
E01006018,7
E01006021,5
E01006008,4
E01006010,3
E01006012,4
E01006015,9
E01006016,1
E01006011,2
E01006013,7
E01006014,2
E01006019,2
E01006020,3
E01005963,8
E01005964,5
E01005965,2
E01005966,3
E01005967,2
E01006031,2
E01006032,2
E01006033,2
E01006034,3
E01006035,4
E01006036,2
E01005970,10
E01005972,3
E01005974,3
E01005975,2
E01006024,10
E01006026,6
E01006037,9
E01006038,5
E01006047,2
E01006048,6
E01006049,4
E01006051,6
E01005985,9
E01005987,7
E01005988,8
E01005990,6
E01005991,5
E01005971,3
E01005986,5
E01005989,9
E01005992,3
E01005973,6
E01005976,3
E01005977,6
E01005978,2
E01006025,1
E01006027,1
E01006050,1
E01006052,1
E01006028,2
E01006029,2
E01006030,3
E01006039,3
E01006040,3
E01006041,3
E01005979,4
E01005980,3
E01005981,3
E01005982,2
E01005983,7
E01005984,2
E01006042,7
E01006043,4
E01006044,8
E01006045,9
E01006046,8
E01029846,6
E01029847,10
E01029848,10
E01029852,4
E01029853,4
E01029854,10
E01029835,2
E01029836,5
E01029849,2
E01029850,4
E01029851,3
E01029820,1
E01029821,6
E01029822,10
E01029824,1
E01029841,7
E01029823,9
E01029831,3
E01029832,6
E01029834,4
E01029844,7
E01029833,6
E01029837,6
E01029838,5
E01029839,9
E01029825,8
E01029826,6
E01029827,3
E01029828,2
E01029830,3
E01029840,1
E01029842,2
E01029843,3
E01029845,1
E01029859,2
E01029855,6
E01029856,6
E01029857,3
E01029858,9
E01029865,10
E01029860,9
E01029861,7
E01029862,9
E01029863,8
E01029864,7
E01029829,4
E01029867,2
E01029868,7
E01029869,5
E01032901,6
E01032902,7
E01030855,7
E01030856,7
E01030859,6
E01030860,6
E01030844,8
E01030845,7
E01030846,10
E01030857,7
E01030858,7
E01030828,10
E01030829,5
E01030830,8
E01030850,6
E01030851,5
E01030861,10
E01030820,9
E01030847,10
E01030848,8
E01030831,10
E01030832,7
E01030836,9
E01030837,9
E01030838,8
E01030839,10
E01030840,5
E01030841,10
E01030842,7
E01030843,5
E01030812,5
E01030813,9
E01030814,5
E01030815,7
E01030824,3
E01030825,10
E01030826,5
E01030827,8
E01030821,7
E01030822,9
E01030833,7
E01030834,4
E01030835,8
E01030816,5
E01030817,9
E01030818,4
E01030819,9
E01030823,10
E01030852,4
E01030853,8
E01030854,7
E01032571,7
E01029258,8
E01029259,7
E01029260,8
E01029268,9
E01029276,9
E01029278,8
E01029290,7
E01029306,8
E01029319,6
E01029267,8
E01029320,7
E01029321,9
E01029297,1
E01029298,5
E01029304,3
E01029305,6
E01029307,2
E01029271,10
E01029273,8
E01029274,5
E01029275,8
E01029279,7
E01029282,7
E01029291,3
E01029294,9
E01029317,7
E01029318,10
E01029285,6
E01029287,6
E01029288,7
E01029289,7
E01029299,3
E01029300,6
E01029256,4
E01029257,4
E01029277,5
E01032651,9
E01032652,4
E01029280,3
E01029281,5
E01029283,4
E01029292,1
E01029293,1
E01029266,8
E01029284,6
E01029286,7
E01029301,7
E01029303,10
E01029263,6
E01029264,8
E01029265,10
E01029302,9
E01029308,10
E01029309,3
E01029311,3
E01029312,8
E01029313,7
E01029316,5
E01029262,8
E01029269,10
E01029310,10
E01029314,4
E01029315,9
E01029261,8
E01029270,8
E01029295,9
E01029296,9
E01020243,7
E01020262,4
E01020263,8
E01020274,10
E01020240,6
E01020241,7
E01020242,10
E01020244,6
E01020245,8
E01020205,10
E01020258,6
E01020259,7
E01020273,8
E01020203,10
E01020206,5
E01020220,5
E01020221,6
E01020222,10
E01020223,7
E01020229,6
E01020230,7
E01020231,8
E01020232,5
E01020228,3
E01020233,7
E01020234,5
E01020235,6
E01020202,6
E01020204,6
E01020236,10
E01020237,7
E01020265,6
E01020266,9
E01020267,8
E01020268,5
E01020270,8
E01020250,9
E01020252,4
E01020253,8
E01020254,4
E01020255,5
E01020257,9
E01020264,4
E01020269,2
E01020271,5
E01020272,1
E01020200,7
E01020201,7
E01020251,10
E01020260,5
E01020261,8
E01020208,4
E01020209,5
E01020210,10
E01020219,6
E01020191,4
E01020194,8
E01020207,6
E01020256,6
E01020211,2
E01020217,5
E01020218,4
E01020224,5
E01020216,2
E01020225,6
E01020226,8
E01020227,6
E01020212,2
E01020213,3
E01020214,6
E01020215,10
E01020195,6
E01020196,4
E01020197,8
E01020198,3
E01020199,3
E01020246,5
E01020247,4
E01020248,8
E01020249,6
E01020192,8
E01020193,8
E01020238,9
E01020239,7
E01014171,5
E01014172,8
E01014173,4
E01014174,10
E01014112,8
E01014131,9
E01014132,8
E01014135,6
E01014175,6
E01014176,6
E01014177,8
E01014178,5
E01014111,9
E01014167,6
E01014168,8
E01014170,9
E01014125,2
E01014126,3
E01014127,1
E01014128,3
E01014169,3
E01014129,5
E01014130,6
E01014179,10
E01014180,5
E01014189,7
E01014190,9
E01014102,9
E01014103,9
E01014138,4
E01014140,2
E01014205,6
E01014206,3
E01014207,4
E01014208,2
E01014209,3
E01014137,8
E01014139,3
E01014141,4
E01014142,1
E01014143,4
E01014136,8
E01014148,9
E01014149,6
E01014202,6
E01014203,9
E01014204,8
E01014104,4
E01014105,2
E01014113,2
E01014114,8
E01014133,6
E01014134,9
E01014144,2
E01014145,3
E01014185,1
E01014186,4
E01014187,4
E01014188,7
E01014150,8
E01014151,2
E01014152,2
E01014153,5
E01014154,5
E01014155,3
E01014181,10
E01014182,9
E01014183,9
E01014184,6
E01014146,6
E01014147,6
E01014156,3
E01014157,7
E01014158,5
E01014124,2
E01014163,1
E01014164,1
E01014165,1
E01014166,4
E01014191,3
E01014192,3
E01014193,1
E01014194,2
E01014195,8
E01014196,1
E01014119,5
E01014120,2
E01014121,4
E01014122,3
E01014123,7
E01014106,3
E01014107,8
E01014108,1
E01014109,2
E01014110,1
E01014197,1
E01014198,1
E01014199,1
E01014200,1
E01014201,1
E01014159,4
E01014160,7
E01014161,4
E01014162,4
E01014115,1
E01014116,1
E01014117,4
E01014118,1
E01021997,1
E01021998,1
E01021999,3
E01022001,2
E01022000,5
E01022006,1
E01022007,3
E01033051,3
E01021978,8
E01022013,9
E01022014,6
E01022015,7
E01022019,9
E01022020,8
E01022021,5
E01021991,5
E01021992,5
E01022002,5
E01022004,4
E01022005,6
E01022028,5
E01021971,7
E01021972,8
E01022051,9
E01022052,8
E01021985,5
E01021986,4
E01022054,2
E01022055,2
E01022056,1
E01021973,9
E01021974,5
E01022016,6
E01022017,8
E01022018,6
E01021987,5
E01021994,6
E01021995,6
E01021996,4
E01022009,4
E01022010,5
E01022011,3
E01022012,3
E01021967,6
E01021983,6
E01021993,7
E01022053,8
E01021984,4
E01022039,2
E01022040,4
E01022041,3
E01021979,6
E01021980,6
E01021981,7
E01021982,4
E01022046,2
E01022008,4
E01022033,2
E01022034,3
E01022035,5
E01021975,2
E01021976,5
E01021977,1
E01022022,4
E01022044,4
E01022042,1
E01022043,2
E01022048,5
E01022049,4
E01022050,2
E01022023,1
E01022024,4
E01022030,1
E01022031,1
E01022032,1
E01021970,1
E01022025,1
E01022026,1
E01022027,3
E01021968,1
E01021969,2
E01022036,5
E01022037,5
E01022038,1
E01021988,1
E01021989,1
E01021990,1
E01022045,1
E01022047,3
E01023165,9
E01023169,10
E01023181,8
E01023182,8
E01023153,3
E01023154,2
E01023156,2
E01023157,2
E01023205,3
E01023155,5
E01023201,4
E01023202,4
E01023215,6
E01023219,4
E01023179,6
E01023183,6
E01023190,10
E01023203,6
E01023204,4
E01023180,8
E01023186,8
E01023189,10
E01023196,9
E01032870,9
E01032871,8
E01023187,8
E01023188,10
E01023216,7
E01023217,9
E01023218,9
E01023159,9
E01023195,10
E01023197,8
E01023198,9
E01023160,10
E01023168,10
E01023178,10
E01023166,10
E01023167,9
E01023177,7
E01023184,9
E01023185,6
E01023174,9
E01023175,8
E01023176,7
E01023207,10
E01023208,6
E01023209,10
E01023150,6
E01023151,3
E01023152,7
E01023206,4
E01023158,10
E01023191,8
E01023192,4
E01023193,7
E01023194,10
E01023200,9
E01023162,9
E01023163,10
E01023164,6
E01023199,7
E01023210,10
E01023211,9
E01023212,10
E01023213,10
E01023214,10
E01023170,7
E01023171,8
E01023172,10
E01023173,10
E01022450,4
E01022451,6
E01022452,8
E01022455,9
E01032938,6
E01032939,7
E01032940,8
E01022456,9
E01022457,2
E01022458,2
E01022459,4
E01022460,7
E01022461,10
E01022462,7
E01022449,9
E01022463,7
E01022464,3
E01022465,9
E01022466,8
E01022434,9
E01022441,4
E01022445,8
E01022453,10
E01022432,8
E01022433,7
E01022435,4
E01022436,6
E01022437,8
E01022438,8
E01022439,9
E01022440,1
E01022442,8
E01022443,8
E01022444,4
E01022425,8
E01022426,10
E01022427,10
E01022428,2
E01022429,9
E01022430,8
E01022431,8
E01022447,8
E01022420,6
E01022448,5
E01022454,5
E01022421,3
E01022422,5
E01022423,6
E01022424,1
E01022446,6
E01024657,1
E01024658,1
E01024659,2
E01024660,1
E01024678,1
E01024653,7
E01024654,7
E01024655,7
E01024656,6
E01024675,8
E01024676,1
E01024677,2
E01024695,2
E01024697,2
E01024710,2
E01024661,1
E01024664,3
E01024665,4
E01024694,4
E01024696,4
E01024672,2
E01024673,5
E01024674,6
E01024711,7
E01024712,6
E01024633,3
E01024634,3
E01024662,2
E01024663,1
E01024666,1
E01024641,3
E01024713,3
E01024714,6
E01024715,4
E01024716,6
E01024636,8
E01024637,6
E01024638,4
E01024639,5
E01024640,6
E01024635,7
E01024642,8
E01024644,8
E01024692,4
E01024693,6
E01024643,4
E01024705,4
E01024706,8
E01024707,5
E01024708,10
E01024686,2
E01024688,5
E01024689,7
E01024690,4
E01024691,5
E01024669,3
E01024698,5
E01024699,1
E01024700,5
E01024709,7
E01024682,1
E01024683,1
E01024684,2
E01024685,2
E01024687,1
E01024701,7
E01024702,5
E01024703,7
E01024704,5
E01024645,3
E01024647,4
E01024668,4
E01024670,1
E01024681,4
E01024646,4
E01024648,4
E01024649,1
E01024667,1
E01024671,1
E01024650,8
E01024651,5
E01024652,7
E01024679,5
E01024680,7
E01023802,8
E01023803,10
E01023804,5
E01023807,4
E01023808,6
E01023829,5
E01023830,6
E01023832,6
E01023833,7
E01023834,7
E01023823,7
E01023824,8
E01023831,7
E01023854,10
E01023812,10
E01023813,9
E01023814,10
E01023851,9
E01023815,9
E01023816,10
E01023817,10
E01023818,10
E01023819,7
E01023820,10
E01023821,10
E01023822,10
E01023825,10
E01023826,9
E01023847,7
E01023848,5
E01023850,8
E01023852,10
E01023853,10
E01023827,4
E01023828,3
E01023845,4
E01023846,8
E01023835,7
E01023836,5
E01023837,6
E01023838,4
E01023805,3
E01023809,5
E01023810,8
E01023811,7
E01023839,10
E01023840,10
E01023841,10
E01023849,10
E01023806,5
E01023842,3
E01023843,4
E01023844,2
E01015943,7
E01015944,8
E01015946,6
E01015997,7
E01015999,8
E01015945,5
E01015983,6
E01015987,3
E01015988,2
E01015998,8
E01015984,9
E01015985,5
E01015986,3
E01015990,4
E01016001,7
E01015977,8
E01015978,7
E01015979,8
E01015980,6
E01015989,4
E01015991,5
E01015992,3
E01016000,5
E01016002,6
E01015932,2
E01015971,3
E01015972,3
E01015973,3
E01015974,8
E01015975,4
E01015927,4
E01015928,5
E01015929,3
E01015930,4
E01015931,2
E01015976,3
E01015922,3
E01015923,5
E01015924,4
E01015925,8
E01015926,4
E01015957,6
E01015958,3
E01015993,3
E01015994,4
E01015995,8
E01015996,5
E01015963,3
E01015964,8
E01015965,8
E01015966,5
E01015933,4
E01015934,1
E01015935,3
E01015936,4
E01015937,5
E01015938,1
E01015947,2
E01015948,3
E01015949,5
E01015950,6
E01015960,9
E01015967,6
E01015968,5
E01015969,7
E01015970,9
E01015921,3
E01016011,3
E01016012,3
E01016013,4
E01016014,2
E01016015,4
E01015955,8
E01015956,3
E01015959,3
E01015961,4
E01015962,2
E01015951,3
E01015952,4
E01015953,4
E01015954,2
E01016003,3
E01016004,1
E01016005,2
E01016006,1
E01016007,1
E01016008,3
E01016009,2
E01016010,1
E01015982,8
E01033610,8
E01033611,6
E01033613,8
E01015939,9
E01015941,7
E01015942,5
E01033612,7
E01033614,8
E01024719,7
E01024720,9
E01024721,10
E01024722,8
E01024727,8
E01024728,4
E01024771,3
E01024772,7
E01024773,8
E01024774,3
E01032830,3
E01024741,1
E01024761,7
E01024762,7
E01024763,6
E01024764,5
E01024765,9
E01024782,9
E01024785,8
E01024717,2
E01024718,9
E01024735,7
E01024736,4
E01024737,5
E01024723,10
E01024724,10
E01024725,7
E01024726,3
E01024755,10
E01024786,5
E01024746,7
E01024760,7
E01024781,9
E01032825,7
E01032826,10
E01032827,9
E01032828,10
E01024743,5
E01024744,9
E01024745,7
E01024747,3
E01024730,7
E01024731,10
E01024775,2
E01024776,5
E01024777,4
E01024734,9
E01024752,10
E01024753,8
E01024754,9
E01024729,4
E01024748,10
E01024749,6
E01024750,8
E01024751,10
E01024732,8
E01024733,10
E01024756,5
E01024766,6
E01024767,3
E01024768,8
E01024757,9
E01024758,7
E01024778,8
E01024779,7
E01024780,5
E01024740,6
E01024742,3
E01024783,4
E01024784,6
E01032620,9
E01032829,8
E01015262,2
E01015263,1
E01015264,4
E01015265,1
E01015266,1
E01015236,7
E01015237,4
E01015238,5
E01015239,4
E01015249,5
E01015250,6
E01015251,8
E01015252,4
E01015253,5
E01015254,4
E01015257,1
E01015258,3
E01015259,2
E01015260,3
E01015240,2
E01015241,5
E01015242,2
E01015243,3
E01015214,1
E01015215,5
E01015216,3
E01015218,3
E01015217,2
E01015255,2
E01015256,1
E01015261,3
E01015267,4
E01015268,3
E01015269,7
E01015270,4
E01015271,7
E01015224,6
E01015225,5
E01015226,9
E01015227,9
E01015228,4
E01015230,8
E01015202,5
E01015203,7
E01015204,4
E01015205,4
E01015206,3
E01015190,3
E01015191,3
E01015192,1
E01015193,5
E01015194,2
E01015195,2
E01015196,1
E01015229,4
E01015231,1
E01015232,2
E01015233,2
E01015234,3
E01015235,4
E01015219,3
E01015220,6
E01015221,5
E01015222,6
E01015223,7
E01015197,8
E01015198,7
E01015199,9
E01015200,4
E01015201,6
E01015183,4
E01015184,8
E01015185,5
E01015186,2
E01015187,6
E01015188,4
E01015189,3
E01015244,6
E01015245,3
E01015246,6
E01015247,4
E01015248,2
E01015209,5
E01015210,1
E01015212,3
E01015213,5
E01015207,6
E01015208,9
E01015211,8
E01020275,5
E01020276,9
E01020297,3
E01020299,6
E01020298,7
E01020300,8
E01020310,6
E01020280,2
E01020281,9
E01020282,5
E01020277,2
E01020278,8
E01020279,3
E01020283,5
E01020284,5
E01020285,3
E01020288,7
E01020292,4
E01020295,7
E01020296,8
E01020304,6
E01020305,3
E01020306,9
E01020307,3
E01020287,8
E01020303,6
E01020308,7
E01020311,7
E01020291,7
E01020293,5
E01020294,2
E01020302,6
E01020309,6
E01020286,5
E01020289,7
E01020290,7
E01020301,8
E01004222,1
E01004223,2
E01004224,1
E01004226,1
E01004197,1
E01004198,1
E01004199,1
E01004201,2
E01004228,3
E01004230,2
E01004232,5
E01004233,1
E01004234,6
E01004225,1
E01004229,2
E01004231,2
E01032764,1
E01032765,1
E01032784,1
E01004200,1
E01004202,1
E01004203,2
E01004204,1
E01004311,1
E01004314,5
E01004315,2
E01004318,1
E01004259,1
E01004260,1
E01004263,1
E01004266,2
E01004235,2
E01004236,1
E01004237,1
E01004238,1
E01004239,2
E01004312,1
E01004313,1
E01004316,1
E01004317,1
E01004261,2
E01004262,2
E01004264,1
E01032785,1
E01032786,3
E01004207,1
E01004209,1
E01004212,2
E01032787,1
E01004240,2
E01004241,2
E01004242,1
E01004267,1
E01004268,1
E01004205,1
E01004206,1
E01004208,1
E01004211,2
E01004269,1
E01004270,1
E01004271,1
E01004272,2
E01004273,1
E01004306,2
E01004307,3
E01004308,2
E01004309,1
E01004310,3
E01004283,1
E01004287,2
E01004289,1
E01004290,2
E01004322,2
E01004323,1
E01004324,1
E01004326,2
E01004245,1
E01004246,1
E01004248,1
E01004249,1
E01004284,2
E01004285,1
E01004286,2
E01004288,1
E01004243,2
E01004244,1
E01004247,1
E01004250,1
E01004319,2
E01004321,1
E01004325,2
E01032766,1
E01032767,2
E01004298,1
E01004300,1
E01004304,1
E01004305,1
E01004251,2
E01004254,1
E01004255,2
E01004258,4
E01004252,1
E01004253,1
E01004256,1
E01004257,1
E01004301,1
E01004302,1
E01004303,1
E01032768,5
E01032769,3
E01004292,6
E01004294,2
E01004295,2
E01004296,1
E01004291,5
E01004293,8
E01004297,6
E01004215,1
E01004219,1
E01004221,2
E01032776,7
E01032777,2
E01032778,3
E01032779,1
E01032780,4
E01004214,1
E01004216,3
E01004217,2
E01004218,4
E01004274,2
E01004275,4
E01004276,7
E01004281,6
E01032775,5
E01032783,2
E01004280,1
E01032770,4
E01032772,1
E01032773,1
E01032774,2
E01004277,7
E01032771,2
E01032781,4
E01032782,1
E01006109,1
E01006110,3
E01006111,1
E01006112,2
E01006185,2
E01006188,4
E01006116,8
E01006117,8
E01006118,6
E01006119,6
E01006121,6
E01006141,5
E01006186,4
E01006187,3
E01006189,3
E01006113,6
E01006114,2
E01006115,5
E01006145,3
E01006146,6
E01006122,8
E01006123,6
E01006124,10
E01006128,9
E01006131,10
E01006155,8
E01006157,5
E01006159,3
E01006182,6
E01006183,8
E01006125,6
E01006126,3
E01006127,7
E01006130,7
E01006132,8
E01006156,4
E01006158,3
E01006179,3
E01006184,4
E01006198,8
E01006199,5
E01006200,5
E01006201,8
E01006202,9
E01006120,9
E01006129,7
E01006133,7
E01006197,8
E01006203,10
E01006142,5
E01006143,8
E01006144,1
E01006180,5
E01006181,6
E01006147,10
E01006149,9
E01006150,8
E01006154,10
E01006165,5
E01006166,5
E01006169,7
E01006170,8
E01006171,4
E01006098,10
E01006099,7
E01006164,9
E01006174,9
E01006178,9
E01006097,10
E01006160,7
E01006161,9
E01006162,10
E01006163,8
E01006148,9
E01006151,10
E01006152,10
E01006153,9
E01006172,9
E01006104,3
E01006105,1
E01006106,2
E01006107,2
E01006108,1
E01006102,8
E01006173,10
E01006175,1
E01006176,8
E01006177,2
E01006091,8
E01006092,2
E01006095,8
E01006167,2
E01006168,1
E01006090,10
E01006094,10
E01006096,10
E01006100,9
E01006103,9
E01006101,10
E01006190,10
E01006195,10
E01006196,10
E01006210,9
E01006204,8
E01006206,5
E01006207,1
E01006208,5
E01006211,6
E01006093,9
E01006191,10
E01006192,10
E01006205,10
E01006209,10
E01006078,7
E01006080,10
E01006089,7
E01006193,8
E01006194,9
E01006074,5
E01006075,9
E01006076,8
E01006079,8
E01006087,10
E01006083,10
E01006084,10
E01006088,10
E01006139,10
E01006140,9
E01006077,7
E01006081,10
E01006082,10
E01006085,9
E01006086,6
E01006134,10
E01006135,8
E01006136,9
E01006137,10
E01006138,7
E01024798,9
E01024811,7
E01024812,8
E01024813,5
E01024814,9
E01024815,4
E01024816,9
E01024837,8
E01024844,6
E01024846,5
E01024849,8
E01024850,10
E01024836,4
E01024839,8
E01024845,6
E01024847,4
E01024848,7
E01024793,8
E01024825,10
E01024826,7
E01024827,8
E01024828,8
E01024840,2
E01024841,4
E01024842,5
E01024843,3
E01024829,7
E01024851,10
E01024852,10
E01024853,9
E01024854,10
E01024799,9
E01024800,10
E01024835,9
E01024838,9
E01024801,6
E01024802,8
E01024823,9
E01024833,6
E01024821,8
E01024822,8
E01024824,10
E01024832,10
E01024834,8
E01024795,2
E01024796,5
E01024830,6
E01024831,4
E01024792,10
E01024794,9
E01024804,10
E01024805,10
E01024806,8
E01024797,8
E01024817,10
E01024818,8
E01024819,8
E01024820,10
E01024787,4
E01024788,4
E01024790,5
E01024791,7
E01024803,7
E01024789,10
E01024807,4
E01024808,7
E01024809,6
E01024810,9
E01022057,10
E01022075,10
E01022077,9
E01022094,10
E01022074,6
E01022076,10
E01022078,4
E01022079,6
E01022080,9
E01022081,7
E01022082,8
E01022061,9
E01022071,9
E01022072,10
E01022073,8
E01022098,9
E01022092,8
E01022093,6
E01022097,10
E01022099,10
E01022062,9
E01022063,8
E01022083,10
E01022084,10
E01022085,8
E01022087,6
E01022089,9
E01022086,4
E01022090,6
E01022091,7
E01022095,9
E01022067,7
E01022068,8
E01033054,6
E01033055,8
E01033056,6
E01022058,10
E01022064,10
E01022069,6
E01022088,7
E01033052,7
E01033053,8
E01022059,9
E01022060,9
E01022070,9
E01022096,7
E01028708,7
E01028709,10
E01028710,9
E01028711,8
E01028733,6
E01028734,9
E01028735,9
E01028740,10
E01028741,9
E01028742,6
E01028738,10
E01028739,10
E01028743,10
E01028744,8
E01028750,8
E01028751,10
E01028752,9
E01028693,10
E01028694,9
E01028701,7
E01028705,10
E01028706,10
E01028707,10
E01028688,9
E01028689,5
E01028695,10
E01028699,10
E01028696,10
E01028697,4
E01028698,9
E01028700,3
E01028703,6
E01033305,4
E01033306,7
E01028726,9
E01028736,10
E01028737,10
E01028690,4
E01028691,5
E01028692,2
E01028702,9
E01028704,5
E01028716,4
E01028717,4
E01028718,4
E01028719,10
E01028749,10
E01028714,10
E01028731,7
E01028732,5
E01028753,6
E01028754,7
E01028721,9
E01028722,9
E01028723,7
E01028724,7
E01028725,5
E01028755,8
E01028756,5
E01028758,8
E01028759,7
E01028760,6
E01028761,8
E01028712,8
E01028727,10
E01028728,4
E01028729,10
E01028730,10
E01028757,4
E01028745,9
E01028746,9
E01028747,10
E01028748,8
E01028713,8
E01028715,7
E01028720,7
E01011740,2
E01011741,6
E01011742,2
E01011745,1
E01011746,1
E01011752,4
E01011753,4
E01011756,2
E01011760,3
E01011762,4
E01011743,10
E01011744,8
E01011747,1
E01011750,1
E01011754,2
E01011757,4
E01011759,4
E01011761,4
E01011763,3
E01011764,2
E01011748,6
E01011749,5
E01011751,6
E01011755,7
E01011873,7
E01011877,9
E01011894,9
E01011895,7
E01011875,5
E01011876,3
E01011878,8
E01011880,7
E01011881,7
E01011887,9
E01011893,7
E01011896,7
E01011897,2
E01011874,9
E01011879,9
E01011882,9
E01011883,5
E01011805,3
E01011807,4
E01011808,3
E01011810,3
E01011803,1
E01011804,5
E01011806,5
E01011809,4
E01011811,1
E01011835,7
E01011836,4
E01011839,4
E01011843,3
E01011844,10
E01011758,3
E01011812,9
E01011820,5
E01011821,5
E01011885,9
E01011886,6
E01011888,10
